"ID_UC0","NOME_UC1","ID_WCMC2","CATEGORI3","GRUPO4","ESFERA5","ANO_CRIA6","GID7","QUALIDAD8","ATO_LEGA9","DT_ULTIM10","CODIGO_U11","NOME_ORG12","decimalLongitude","decimalLatitude"
"3861","ÁREA DE PROTEçãO AMBIENTAL BAíA NEGRA",NA,"Área de Proteção Ambiental","US","municipal","2010","16022","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1735/2010 de 15/10/2010","08/03/2019","0520.50.3861","Fundação de Meio Ambiente e Desenvolvimento Rural de Ladário-MS",-57.5215652877357,-19.0453758149513
"1580","PARQUE NATURAL MUNICIPAL DE NOVA IGUAÇU",NA,"Parque","PI","municipal","1998","2270","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Decreto nº 6001 de 06/06/1998","29/03/2019","0350.33.1580","Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ",-43.4798853984449,-22.7895160813235
"1991","PARQUE NATURAL MUNICIPAL DO CURIó",NA,"Parque","PI","municipal","2002","4769","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1001 de 02/02/2002","26/04/2011","0360.33.1991","Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável de Paracambi - RJ",-43.6966596835781,-22.5813011289204
"3631","PARQUE NATURAL MUNICIPAL DUJARDES CALDEIRA",NA,"Parque","PI","municipal","2017","14343","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 3.118 de 19/10/2017","28/05/2018","7040.31.3631","Secretaria Municipal do Meio Ambiente e Desenvolvimento Sustentável de Unaí - MG",-46.9056107248789,-16.3893957132622
"3646","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÁPAGA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2018","14388","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Resolução nº RESOLUÇÃO SMA N° 10 de 31/01/2018","14/08/2018","0000.35.3646","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.9779417464745,-24.0514004300594
"1024","ÁREA DE PROTEÇÃO AMBIENTAL DE ALGODOAL-MAIANDEUA",NA,"Área de Proteção Ambiental","US","estadual","1990","12173","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 5.621 de 06/12/1990","19/02/2016","0000.15.1024","Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará",-47.5638518171422,-0.609172771486441
"2707","RESERVA PARTICULAR DO PATRIMôNIO NATURAL MICO LEãO DOURADO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2011","7039","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 26 de 17/05/2011","01/08/2014","0000.00.2707","Instituto Chico Mendes de Conservação da Biodiversidade",-42.5405759163182,-22.517784975648
"3056","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PáSSAROS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","9944","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 465 de 18/06/2013","25/07/2014","0000.33.3056","Instituto Estadual do Ambiente do Rio de Janeiro",-42.8989550212729,-22.2313696262931
"144","PARQUE NACIONAL DA SERRA DA CANASTRA","65","Parque","PI","federal","1972","1788","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 70.355 de 03/04/1972","29/11/2007","0000.00.0144","Instituto Chico Mendes de Conservação da Biodiversidade",-46.5836454194254,-20.3323459751456
"3641","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO BONITO DE LUMIAR",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2017","14371","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 741 de 16/11/2017","26/03/2018","0000.33.3641","Instituto Estadual do Ambiente do Rio de Janeiro",-42.4138135318084,-22.3953975316985
"120","FLORESTA NACIONAL DE MACAUÃ","33751","Floresta","US","federal","1988","177","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 96189 de 21/06/1988","26/09/2007","0000.00.0120","Instituto Chico Mendes de Conservação da Biodiversidade",-69.6529766994863,-9.93434089493583
"2091","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 4",NA,"Reserva Particular do Patrimônio Natural","US","federal","2008","9661","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 25 de 07/05/2008","26/08/2011","0000.00.2091","Instituto Chico Mendes de Conservação da Biodiversidade",-49.5688748971251,-27.8692621175851
"817","ESTAÇÃO ECOLÓGICA CHAÚAS","19434","Estação Ecológica","PI","estadual","1978","2901","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 12.327 de 27/09/1978","29/09/2017","0000.35.0817","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.6749050228184,-24.748102800516
"233","RESERVA EXTRATIVISTA LAGO DO CUNIÃ","351761","Reserva Extrativista","US","federal","1999","15763","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 3238 de 11/11/1999","24/04/2008","0000.00.0233","Instituto Chico Mendes de Conservação da Biodiversidade",-63.5466034698662,-8.32326395623346
"139","PARQUE NACIONAL DA CHAPADA DOS VEADEIROS","59","Parque","PI","federal","1961","13473","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 49875 de 11/01/1961","29/06/2017","0000.00.0139","Instituto Chico Mendes de Conservação da Biodiversidade",-47.3583411347214,-13.9435109157288
"1727","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA BARRA DO RIO CAMARATUBA",NA,"Área de Relevante Interesse Ecológico","US","municipal","1998","2875","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei complementar nº 001/98 de 22/05/1998","18/03/2009","0930.25.1727","Prefeitura de Mataraca - PB",-34.9763196740473,-6.59733555708657
"2823","MONUMENTO NATURAL MUNICIPAL DA SERRA DA BOLíVIA",NA,"Monumento Natural","PI","municipal","2012","7763","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 468 de 29/03/2012","06/05/2013","0015.33.2823","Secretaria Municipal do Ambiente de Aperibé - RJ",-42.1130469624314,-21.6613530737142
"1873","ÀREA DE PROTEÇÃO AMBIENTAL RETIRO",NA,"Área de Proteção Ambiental","US","municipal","2004","3612","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei complementar nº 3593 de 09/07/2004","05/09/2018","0350.33.1873","Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ",-43.3920113667219,-22.6851852234629
"1486","PARQUE ESTADUAL DO JALAPãO","352018","Parque","PI","estadual","2001","1624","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 1.203 de 12/01/2001","13/07/2007","0000.17.1486","Instituto Natureza do Tocantins",-46.6880403017959,-10.3764642219002
"3026","AREA DE PROTECAO AMBIENTAL CORREGO DA MATA",NA,"Área de Proteção Ambiental","US","municipal","2002","11044","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Lei complementar nº 1.172/2002 de 11/09/2002","22/09/2014","5800.31.3026","Prefeitura Municipal de Santa Maria do Itabira - MG",-43.1254589924344,-19.4754988326578
"1487","PARQUE ESTADUAL DO CANTãO","352013","Parque","PI","estadual","1998","2098","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 996 de 15/07/1998","11/03/2016","0000.17.1487","Instituto Natureza do Tocantins",-50.0633981385888,-9.62535832282094
"1381","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NÃO ME DEIXES",NA,"Reserva Particular do Patrimônio Natural","US","federal","1999","9128","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 37-N de 19/04/1999","26/08/2011","0000.00.1381","Instituto Chico Mendes de Conservação da Biodiversidade",-38.986270947166,-4.83465317270725
"812","ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","19441","Estação Ecológica","PI","estadual","1982","2913","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 20073 de 07/12/1982","15/07/2016","0000.35.0812","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.8479239551145,-21.2196884047387
"2329","PARQUE ESTADUAL DE PARACATU",NA,"Parque","PI","estadual","2011","5650","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 45567 de 22/03/2011","16/09/2014","0000.31.2329","Instituto Estadual de Florestas de Minas Gerais",-47.0533281271904,-17.0973946405143
"2618","FLORESTA ESTADUAL PEDERNEIRAS",NA,"Floresta","US","estadual","2002","6653","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 47099 de 19/09/2002","11/10/2017","0000.35.2618","Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP",-48.8445050641677,-22.3351973239749
"2288","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS PEDRAS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2010","5892","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 161 de 08/09/2010","11/10/2011","0000.33.2288","Instituto Estadual do Ambiente do Rio de Janeiro",-42.5525670781722,-22.2478712923647
"3419","RPPN VALE VERDEJANTE",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2014","12723","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Resolução nº 77 de 01/10/2014","23/06/2016","0000.35.3419","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-43.746608128004,-21.1654514195481
"2154","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL DAS NASCENTES",NA,"Reserva Particular do Patrimônio Natural","US","federal","2010","9694","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 9 de 28/01/2010","26/08/2011","0000.00.2154","Instituto Chico Mendes de Conservação da Biodiversidade",-49.3745563052525,-28.0517252848846
"2197","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL II",NA,"Reserva Particular do Patrimônio Natural","US","federal","2008","9357","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 87 de 21/11/2008","26/08/2011","0000.00.2197","Instituto Chico Mendes de Conservação da Biodiversidade",-39.1421908588931,-16.5206455941572
"2659","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NENÉM BARROS",NA,"Reserva Particular do Patrimônio Natural","US","federal","2012","6813","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 8 de 25/01/2012","09/05/2018","0000.00.2659","Instituto Chico Mendes de Conservação da Biodiversidade",-40.8732983589007,-5.43031718312479
"1860","MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE",NA,"Monumento Natural","PI","municipal","2009","3749","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Lei ordinária nº 1.141/2009 de 26/10/2009","15/06/2010","0605.43.1860","Secretaria Municipal de Desenvolvimento Rural e Meio Ambiente de Cristal - RS",-52.0803703703704,-31.0023148148148
"464","PARQUE ESTADUAL MÃE BONIFÁCIA","351999","Parque","PI","estadual","2000","6083","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1.470 de 09/06/2000","12/01/2012","0000.51.0464","Secretaria de Estado do Meio Ambiente de Mato Grosso",-56.1044962027509,-15.5793691433888
"1748","ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS",NA,"Área de Proteção Ambiental","US","estadual","1996","2977","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 4.666 de 22/04/1996","06/08/2009","0000.52.1748","Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás",-46.3061499016761,-13.7146757024162
"186","PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA","41087","Parque","PI","federal","1988","283","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 96693 de 14/10/1988","29/11/2007","0000.00.0186","Instituto Chico Mendes de Conservação da Biodiversidade",-32.402590047117,-3.86111096983038
"2250","REFúGIO DE VIDA SILVESTRE MATA DO URUCU",NA,"Refúgio de Vida Silvestre","PI","estadual","1987","5426","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 9.989 de 13/01/1987","10/09/2011","0000.26.2250","Agência Estadual do Meio Ambiente de Pernambuco",-35.2533978663507,-8.24229845835544
"1756","ESTAÇÃO ECOLÓGICA DE ACAUÃ",NA,"Estação Ecológica","PI","estadual","1974","3058","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 16580 de 24/09/1974","29/08/2012","0000.31.1756","Instituto Estadual de Florestas de Minas Gerais",-42.7652249864731,-17.1528790692037
"1784","APA DO BAIRRO DA FREGUESIA",NA,"Área de Proteção Ambiental","US","municipal","1992","3162","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 11830 de 14/12/1992","15/03/2011","0455.33.1784","Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ",-43.3476163580422,-22.947612481793
"2914","RESERVA PARTICULAR DO PATRIMôNIO NATURAL PASSOS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2011","8235","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 20 de 15/08/2011","04/11/2013","0000.32.2914","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo",-41.0531743345155,-20.0815524928744
"1647","RESERVA BIOLÓGICA DO CERRADÃO",NA,"Reserva Biológica","PI","estadual","1998","3985","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 19213 de 07/05/1998","01/11/2018","0000.53.1647","Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF",-47.8223915360436,-15.8582518788362
"1579","ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA",NA,"Área de Proteção Ambiental","US","estadual","2000","2228","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 9.937 de 06/06/2000","28/08/2018","0000.50.1579","Instituto de Meio Ambiente do Mato Grosso do Sul",-55.5544621324399,-20.4734022111221
"2077","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAHY",NA,"Reserva Particular do Patrimônio Natural","US","federal","2010","9054","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 02 de 19/01/2010","26/08/2011","0000.00.2077","Instituto Chico Mendes de Conservação da Biodiversidade",-39.2420991396169,-17.0075872189513
"240","RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS","115891","Reserva Extrativista","US","federal","1992","1749","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 535 de 21/05/1992","25/09/2007","0000.00.0240","Instituto Chico Mendes de Conservação da Biodiversidade",-48.0072483101536,-5.34802076368233
"1708","APA PIRACICABA JUQUERí-MIRIM AREA II",NA,"Área de Proteção Ambiental","US","estadual","1991","4560","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 7438 de 16/07/1991","13/07/2016","0000.35.1708","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-46.5394027192915,-22.8671026183425
"2898","RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CLARA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","8077","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 419 de 08/03/2013","27/08/2013","0000.33.2898","Instituto Estadual do Ambiente do Rio de Janeiro",-43.6803684627292,-22.5337980162913
"2999","RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO PICADA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","8879","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 464 de 18/06/2013","11/03/2014","0000.33.2999","Instituto Estadual do Ambiente do Rio de Janeiro",-43.6231426731734,-22.5353544024482
"3072","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRUMADINHO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2014","10625","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 19 de 28/02/2014","01/08/2014","0000.00.3072","Instituto Chico Mendes de Conservação da Biodiversidade",-41.8900549360112,-13.5454044121392
"1648","ARIE DOM BOSCO",NA,"Área de Relevante Interesse Ecológico","US","estadual","2000","2753","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 21224 de 29/05/2000","01/11/2018","0000.53.1648","Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF",-47.7913752279662,-15.7996157697651
"946","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ","33544","Área de Proteção Ambiental","US","estadual","1990","1915","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 20.956 de 20/09/1990","15/02/2016","0000.23.0946","Secretaria do Meio Ambiente do Ceará",-38.971042644101,-4.29435819688865
"1866","PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA",NA,"Parque","PI","municipal","2006","7581","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 7954 de 25/07/2006","13/11/2012","0820.42.1866","Fundação do Meio Ambiente de Itajaí - SC",-48.6882291182396,-26.9282508135751
"1803","PARQUE NATURAL MUNICIPAL DA PRAINHA",NA,"Parque","PI","municipal","1999","3221","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 17426 de 26/03/1999","26/12/2016","0455.33.1803","Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ",-43.508219063456,-23.0401414306882
"110","FLORESTA NACIONAL DE SILVÂNIA","351811","Floresta","US","federal","1949","163","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 612 de 14/01/1949","24/09/2007","0000.00.0110","Instituto Chico Mendes de Conservação da Biodiversidade",-48.6584362040588,-16.6381311558577
"475","REFÚGIO DE VIDA SILVESTRE CORIXÃO DA MATA AZUL","352083","Refúgio de Vida Silvestre","PI","estadual","2001","3978","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 7.519 de 28/09/2001","07/06/2010","0000.51.0475","Secretaria de Estado do Meio Ambiente de Mato Grosso",-50.7380754831819,-12.8110157163613
"1640","APA DE CAFURINGA",NA,"Área de Proteção Ambiental","US","estadual","1988","3319","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 11.123 de 13/06/1988","23/04/2019","0000.53.1640","Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF",-48.0146206110272,-15.5618343336771
"1923","RESERVA PARTICULAR DO PATRIMôNIO NATURAL PEUGEOT-ONF-BRASIL",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2010","4111","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 074 de 14/06/2010","29/04/2011","0000.51.1923","Secretaria de Estado do Meio Ambiente de Mato Grosso",-58.2355427368663,-9.82372328206789
"194","RESERVA BIOLÓGICA DO ABUFARI","5127","Reserva Biológica","PI","federal","1982","8463","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 87585 de 20/09/1982","01/02/2016","0000.00.0194","Instituto Chico Mendes de Conservação da Biodiversidade",-63.0439485514221,-5.18370628805057
"1944","AREA DE PROTEÇÃO AMBIENTAL MIRACEMA",NA,"Área de Proteção Ambiental","US","municipal","2010","14423","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 0261 de 15/12/2010","24/05/2018","0300.33.1944","Secretaria Municipal de Meio Ambiente de Miracema - RJ",-42.1913499971478,-21.3374258598558
"2955","PARQUE NATURAL MUNICIPAL ESTORIL - VIRGíLIO SIMIONATO",NA,"Parque","PI","municipal","2013","8755","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 18684/2013 de 14/11/2013","17/01/2014","4870.35.2955","Prefeitura Municipal de São Bernardo do Campo - Secretaria de Gestão Ambiental / SP",-46.5149696913235,-23.7732557724945
"2875","RPPN SITIO MANACA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2012","7969","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Resolução nº Resolução SMA-95 de 15/12/2012","30/07/2013","0000.35.2875","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-45.2644295270018,-22.680496338233
"923","ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ",NA,"Área de Proteção Ambiental","US","estadual","1997","5093","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Lei ordinária nº 5907 de 17/03/1997","30/09/2010","0000.27.0923","Instituto do Meio Ambiente de Alagoas",-35.8689703396022,-9.10611432094141
"2097","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DONA BENTA E SEU CABOCLO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2010","10087","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 71 de 31/08/2010","26/08/2011","0000.00.2097","Instituto Chico Mendes de Conservação da Biodiversidade",-36.781618802812,-10.6557020800424
"2203","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ROGÉRIO MARINHO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2008","9607","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 67 de 10/09/2008","26/08/2011","0000.00.2203","Instituto Chico Mendes de Conservação da Biodiversidade",-43.0907527502173,-22.4497940342413
"3456","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA FÉ",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2016","13013","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Portaria nº 005-R de 10/06/2016","11/11/2016","0000.32.3456","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo",-41.1454287225338,-20.0701035239484
"263","ESTAÇÃO ECOLÓGICA DA GUANABARA","351821","Estação Ecológica","PI","federal","2006","1861","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº s/n de 15/02/2006","27/09/2007","0000.00.0263","Instituto Chico Mendes de Conservação da Biodiversidade",-43.0179357681419,-22.717130530775
"3164","PARQUE NATURAL MUNICIPAL DE BRIGADEIRO TOBIAS",NA,"Parque","PI","municipal","2015","12475","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 21618 de 09/01/2015","05/04/2016","5220.35.3164","Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP",-47.3631543177109,-23.5045606934311
"3860","ÁREA DE PROTEçãO AMBIENTAL PANAMá",NA,"Área de Proteção Ambiental","US","municipal","2018","15983","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 276/2018 de 16/10/2018","07/03/2019","1600.52.3860","Secretaria Municipal de Meio Ambiente de Panamá - GO",-49.3913979953239,-18.2401427630044
"1746","PARQUE ESTADUAL DO DESCOBERTO",NA,"Parque","PI","estadual","2005","2970","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 6.188 de 07/07/2005","05/08/2009","0000.52.1746","Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás",-48.2293940584562,-15.7401808405922
"3398","PARQUE NATURAL MUNICIPAL MORRO DO BAÚ",NA,"Parque","PI","municipal","2015","12608","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Decreto nº 051/2015 de 09/01/2015","05/05/2016","0710.42.3398","Assessoria de Planejamento da Prefeitura Municipal de Ilhota - SC",-48.9385094845286,-26.8008145947946
"3423","RPPN RESERVA DO JACU",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","12711","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Resolução nº 44 de 07/06/2013","23/06/2016","0000.35.3423","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-46.538430440133,-23.2059600346951
"2665","RESERVA PARTICULAR DO PATRIMôNIO NATURAL PASSAREDO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2012","6828","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 10 de 06/02/2012","01/08/2014","0000.00.2665","Instituto Chico Mendes de Conservação da Biodiversidade",-38.898946916487,-4.19360449930228
"2761","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DO PRATA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","1999","7389","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Deliberação nº 001 de 27/04/1999","24/10/2012","0000.50.2761","Instituto de Meio Ambiente do Mato Grosso do Sul",-56.4369611708213,-21.4399487192558
"2750","PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE",NA,"Parque","PI","municipal","2011","12480","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 19424 de 19/08/2011","03/09/2015","5220.35.2750","Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP",-47.4824252058911,-23.3913255907026
"778","FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO","352176","Floresta","US","estadual","1996","4721","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 7606 de 11/10/1996","13/06/2011","0000.11.0778","Secretaria de Estado do Desenvolvimento Ambiental de Rondônia",-62.5365461660426,-9.35375333782921
"3850","PARQUE NATURAL MUNICIPAL VOçOROCA DO CóRREGO DO CRAVO",NA,"Parque","PI","municipal","2010","15956","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 1253 de 17/03/2010","28/02/2019","4450.31.3850","Prefeitura Municipal de Nazareno - MG",-44.6054169542213,-21.2197895100069
"3887","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI",NA,"Área de Proteção Ambiental","US","estadual","2018","16246","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 63.871/2018 de 30/11/2018","23/04/2019","0000.35.3887","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-46.1820517810461,-23.4776824867316
"781","RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ","19421","Reserva Biológica","PI","estadual","1983","3356","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 10.635 de 01/07/1983","29/03/2010","0000.42.0781","Fundação de Meio Ambiente de Santa Catarina",-49.6256602333782,-28.5695715924807
"2227","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ARAPONGAS - RESGATE II",NA,"Reserva Particular do Patrimônio Natural","US","federal","2010","10592","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 36 de 01/04/2010","26/08/2011","0000.00.2227","Instituto Chico Mendes de Conservação da Biodiversidade",-42.0547444382041,-20.4969504692275
"2923","ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA",NA,"Área de Proteção Ambiental","US","municipal","1997","8324","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 8055 de 04/04/1997","20/11/2013","0910.42.2923","Secretaria do Meio Ambiente de Joinville - SC",-49.0327341649483,-26.190741890226
"3643","ÁREA DE PROTEçãO AMBIENTAL DO ARQUIPéLAGO DE SãO PEDRO E SãO PAULO",NA,"Área de Proteção Ambiental","US","federal","2018","14377","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 9313 de 20/03/2018","11/04/2018","0000.00.3643","Instituto Chico Mendes de Conservação da Biodiversidade",-29.3451860549444,0.917667893694555
